gameId,teamName,Q,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,assists,steals,blocks,turnovers,foulsPersonal,points,resultado
22000241,Knicks,2,11,28,2,8,4,5,8,11,7,0,2,4,7,28,L
22000241,Knicks,3,8,21,0,5,2,6,3,7,3,0,1,3,5,18,L
22000241,Knicks,4,7,19,2,4,6,9,2,12,3,1,0,4,7,22,L
22000242,Jazz,1,15,27,8,15,1,2,3,7,11,2,1,3,5,39,W
22000242,Jazz,2,13,27,4,13,8,10,3,13,7,2,1,1,5,38,W
22000242,Jazz,3,10,21,6,13,5,6,5,12,6,1,1,3,4,31,W
22000242,Jazz,4,7,19,2,9,3,4,3,11,4,1,1,9,6,19,W
22000242,Warriors,1,13,24,4,9,0,0,1,7,10,0,2,4,3,30,L
22000242,Warriors,2,6,20,1,8,4,7,0,10,4,1,2,5,8,17,L
22000242,Warriors,3,10,26,4,12,1,2,3,6,6,0,3,1,5,25,L
22000242,Warriors,4,13,23,5,10,5,6,0,8,10,5,1,1,5,36,L
22000243,76ers,1,13,24,0,3,2,2,1,11,4,2,2,4,5,28,W
22000243,76ers,2,10,19,2,5,11,15,4,7,3,3,1,3,8,33,W
22000243,76ers,3,10,21,4,8,9,11,2,12,6,4,2,3,6,33,W
22000243,76ers,4,5,19,2,7,8,10,5,7,1,1,2,5,5,20,W
22000243,Pistons,1,11,25,6,10,3,4,1,10,9,2,3,3,2,31,L
22000243,Pistons,2,10,20,3,5,9,14,3,6,7,3,1,3,9,32,L
22000243,Pistons,3,8,23,3,12,6,8,3,10,5,2,3,4,8,25,L
22000243,Pistons,4,8,18,2,6,4,4,1,9,4,2,1,5,9,22,L
22000244,Heat,1,7,22,3,12,8,9,0,8,6,1,0,2,4,25,L
22000244,Heat,2,12,27,4,15,3,4,2,5,10,2,0,0,7,31,L
22000244,Heat,3,9,20,1,9,7,8,0,7,5,2,1,2,4,26,L
22000244,Heat,4,14,20,5,10,9,11,0,9,8,2,0,4,8,42,L
22000244,Nets,1,12,24,7,12,5,5,3,14,11,0,2,3,6,36,W
22000244,Nets,2,9,18,3,7,9,12,4,10,6,0,2,5,4,30,W
22000244,Nets,3,12,20,6,10,0,0,1,9,10,0,2,5,9,30,W
22000244,Nets,4,11,21,3,8,7,9,1,5,7,0,0,3,7,32,W
22000245,Bulls,1,6,23,0,5,5,6,3,10,1,2,0,3,5,17,L
22000245,Bulls,2,8,20,0,5,0,2,2,6,5,2,1,8,11,16,L
22000245,Bulls,3,11,22,4,8,7,8,2,11,6,2,0,3,6,33,L
22000245,Bulls,4,8,19,4,7,4,6,3,8,6,2,0,4,6,24,L
22000245,Lakers,1,12,22,1,4,4,7,2,13,7,2,0,3,5,29,W
22000245,Lakers,2,11,20,3,5,9,11,1,9,7,2,1,4,4,34,W
22000245,Lakers,3,7,22,0,5,6,6,2,8,4,1,3,6,5,20,W
22000245,Lakers,4,6,15,0,5,6,7,0,7,2,2,0,5,4,18,W
22000246,Pelicans,1,14,19,2,5,1,2,2,11,9,1,0,7,1,31,W
22000246,Pelicans,2,12,25,3,8,6,7,3,6,5,0,0,4,7,33,W
22000246,Pelicans,3,5,24,0,8,4,6,4,8,2,1,2,3,4,14,W
22000246,Pelicans,4,9,19,5,12,9,13,1,7,5,3,2,6,12,32,W
22000246,Timberwolves,1,11,28,4,10,2,2,5,4,7,5,0,1,2,28,L
22000246,Timberwolves,2,11,20,4,7,9,10,1,6,7,3,2,2,7,35,L
22000246,Timberwolves,3,8,22,2,9,6,6,4,15,5,3,1,3,6,24,L
22000246,Timberwolves,4,9,21,2,8,13,19,4,11,4,3,1,5,7,33,L
22000247,Mavericks,1,11,20,1,3,4,6,3,7,5,0,0,2,4,27,L
22000247,Mavericks,2,7,18,2,8,16,18,1,6,2,4,1,2,7,32,L
22000247,Mavericks,3,10,21,1,8,3,6,1,8,4,1,2,3,6,24,L
22000247,Mavericks,4,9,24,1,6,6,10,5,5,4,2,1,3,6,25,L
22000247,Rockets,1,14,23,5,11,5,7,4,8,9,0,0,0,3,38,W
22000247,Rockets,2,11,23,5,12,5,6,4,10,7,1,3,4,10,32,W
22000247,Rockets,3,12,21,4,8,6,8,2,11,7,2,1,4,6,34,W
22000247,Rockets,4,10,19,2,6,7,8,3,10,5,2,1,6,9,29,W
22000248,Nuggets,1,11,25,3,7,3,3,3,9,7,1,1,2,4,28,L
22000248,Nuggets,2,10,21,4,9,6,8,4,7,6,1,0,5,5,30,L
22000248,Nuggets,3,5,21,3,11,2,4,2,16,4,1,0,4,3,15,L
22000248,Nuggets,4,8,17,4,5,5,6,0,12,2,0,1,3,6,25,L
22000248,Nuggets,5,1,7,0,2,6,7,3,5,1,0,0,1,2,8,L
22000248,Nuggets,6,5,6,1,2,3,4,0,4,2,1,1,1,0,14,L
22000248,Suns,1,11,22,4,11,4,5,1,10,8,1,2,2,3,30,W
22000248,Suns,2,10,21,6,9,5,6,3,8,9,3,0,4,7,31,W
22000248,Suns,3,6,22,4,17,0,0,0,11,4,2,1,1,6,16,W
22000248,Suns,4,8,20,1,8,4,4,0,8,3,0,0,1,6,21,W
22000248,Suns,5,3,8,1,4,1,3,1,4,2,1,1,0,5,8,W
22000248,Suns,6,3,9,0,4,0,0,2,2,0,1,0,1,4,6,W
22000249,Pacers,1,10,19,3,7,1,2,1,11,7,4,4,5,2,24,L
22000249,Pacers,2,5,22,1,8,12,12,6,6,4,2,1,8,6,23,L
22000249,Pacers,3,10,24,4,11,4,4,2,11,5,2,3,3,4,28,L
22000249,Pacers,4,10,22,5,13,2,4,3,7,7,2,0,2,11,27,L
22000249,Raptors,1,9,24,6,8,0,1,3,7,8,3,1,4,2,24,W
22000249,Raptors,2,13,25,4,10,4,7,4,7,7,6,3,4,9,34,W
22000249,Raptors,3,8,24,1,9,2,2,1,12,3,1,2,5,3,19,W
22000249,Raptors,4,7,17,4,8,12,16,4,7,6,2,2,3,4,30,W
22000250,Cavaliers,1,6,22,2,9,7,8,5,5,4,1,2,5,6,21,L
22000250,Cavaliers,2,11,20,3,6,5,8,3,8,7,1,3,3,7,30,L
22000250,Cavaliers,3,9,22,4,12,5,8,3,5,6,4,2,7,7,27,L
22000250,Cavaliers,4,8,21,1,6,8,10,0,5,7,4,1,2,3,25,L
22000250,Celtics,1,15,25,3,7,5,6,3,11,9,3,1,1,5,38,W
22000250,Celtics,2,12,26,4,8,7,9,6,7,6,3,3,1,5,35,W
22000250,Celtics,3,14,22,4,6,9,9,1,12,6,6,1,5,6,41,W
22000250,Celtics,4,11,20,3,7,2,3,3,12,5,2,3,8,7,27,W
22000251,Clippers,1,15,26,4,12,2,2,2,13,10,3,1,4,1,36,L
22000251,Clippers,2,7,24,3,17,3,4,1,9,5,0,1,1,3,20,L
22000251,Clippers,3,12,23,4,10,1,2,2,8,6,1,0,2,3,29,L
22000251,Clippers,4,7,19,3,7,6,8,3,8,5,0,0,3,3,23,L
22000251,Thunder,1,8,26,0,9,3,3,2,8,4,4,0,4,2,19,W
22000251,Thunder,2,10,20,2,4,4,4,1,15,4,0,0,4,7,26,W
22000251,Thunder,3,12,25,2,9,2,3,4,8,8,1,0,1,3,28,W
22000251,Thunder,4,12,24,3,13,0,4,5,8,6,2,2,1,7,27,W
22000252,Hornets,1,9,24,3,11,3,3,4,6,7,3,0,3,4,24,W
22000252,Hornets,2,11,20,4,8,0,1,1,7,8,2,2,4,5,26,W
22000252,Hornets,3,10,22,2,7,2,4,2,11,6,2,2,5,5,24,W
22000252,Hornets,4,12,22,5,10,4,8,2,10,7,3,1,0,3,33,W
22000252,Magic,1,11,18,5,10,2,2,1,7,9,2,3,5,5,29,L
22000252,Magic,2,10,24,5,11,4,7,4,8,8,1,0,3,3,29,L
22000252,Magic,3,12,26,3,8,1,2,4,11,7,1,1,3,3,28,L
22000252,Magic,4,6,19,4,9,2,2,2,6,3,0,0,4,7,18,L
22000253,Spurs,1,10,26,0,3,3,3,2,12,5,1,1,0,3,23,W
22000253,Spurs,2,10,25,3,7,2,2,1,11,4,5,1,2,4,25,W
22000253,Spurs,3,14,23,7,11,2,3,0,6,7,2,1,1,3,37,W
22000253,Spurs,4,14,22,5,10,3,3,2,10,11,3,2,5,4,36,W
22000253,Wizards,1,11,26,4,13,0,0,3,13,5,0,2,1,3,26,L
22000253,Wizards,2,8,19,3,10,2,6,1,13,5,1,1,6,2,21,L
22000253,Wizards,3,11,22,4,8,4,4,3,7,7,1,1,4,5,30,L
22000253,Wizards,4,9,25,3,11,3,4,5,5,6,3,1,3,4,24,L
22000254,Bucks,1,13,21,4,8,2,2,1,17,9,1,0,6,2,32,W
22000254,Bucks,2,14,24,4,10,2,3,3,8,12,2,1,5,8,34,W
22000254,Bucks,3,9,20,0,3,10,14,3,5,3,0,0,1,3,28,W
22000254,Bucks,4,14,26,2,10,5,8,9,6,8,1,1,4,3,35,W
22000254,Hawks,1,6,22,2,14,1,2,0,5,4,3,2,2,3,15,L
22000254,Hawks,2,11,21,3,11,7,10,2,5,7,3,1,3,4,32,L
22000254,Hawks,3,13,20,4,4,6,6,2,7,6,1,1,2,10,36,L
22000254,Hawks,4,12,20,5,10,3,4,1,5,10,1,0,2,6,32,L
22000255,Grizzlies,1,15,24,4,6,2,5,2,8,10,0,4,4,4,36,W
22000255,Grizzlies,2,8,24,3,11,4,4,4,10,6,2,2,6,2,23,W
22000255,Grizzlies,3,12,23,2,9,4,4,6,10,6,0,2,6,4,30,W
22000255,Grizzlies,4,10,19,2,7,5,5,0,8,8,0,1,2,3,27,W
22000255,Kings,1,12,27,7,11,1,1,5,4,10,3,3,3,5,32,L
22000255,Kings,2,11,25,3,8,3,4,3,5,9,3,4,3,2,28,L
22000255,Kings,3,9,24,2,9,3,6,3,5,7,2,1,2,5,23,L
22000255,Kings,4,10,20,5,13,2,3,2,8,7,1,1,2,4,27,L
22000256,Knicks,1,9,21,2,5,4,4,3,6,5,2,0,4,5,24,L
22000256,Knicks,2,9,19,4,8,4,4,2,10,5,2,0,5,3,26,L
22000256,Knicks,3,10,22,3,8,4,5,4,11,5,2,0,2,3,27,L
22000256,Knicks,4,11,24,3,8,11,12,4,7,5,3,0,1,9,36,L
22000256,Trail Blazers,1,13,19,4,8,7,7,0,8,6,3,3,2,2,37,W
22000256,Trail Blazers,2,12,24,8,13,1,2,3,8,5,2,1,3,3,33,W
22000256,Trail Blazers,3,7,22,2,13,3,4,3,8,3,0,1,2,4,19,W
22000256,Trail Blazers,4,7,18,3,12,10,10,3,6,5,0,3,4,7,27,W
22000257,76ers,1,10,23,2,5,1,2,4,4,3,3,0,3,5,23,W
22000257,76ers,2,10,21,2,6,5,5,2,6,4,4,1,3,10,27,W
22000257,76ers,3,9,24,1,5,6,7,3,9,4,3,1,2,6,25,W
22000257,76ers,4,11,26,4,12,3,6,4,4,4,2,1,1,5,29,W
22000257,Pistons,1,12,23,4,11,6,6,6,8,5,2,2,4,2,34,L
22000257,Pistons,2,7,17,3,10,13,14,3,9,6,1,1,4,6,30,L
22000257,Pistons,3,7,15,5,9,6,10,2,9,5,2,1,5,7,25,L
22000257,Pistons,4,9,15,5,8,7,8,0,10,6,1,2,5,5,30,L
22000258,Pacers,1,12,22,6,7,3,6,2,8,11,3,1,5,6,33,W
22000258,Pacers,2,14,22,2,6,7,7,2,8,5,1,4,2,6,37,W
22000258,Pacers,3,6,16,3,9,13,15,1,11,4,1,2,6,7,28,W
22000258,Pacers,4,8,18,1,7,14,17,2,11,6,0,1,0,6,31,W
22000258,Raptors,1,10,22,4,7,6,7,2,9,7,3,1,4,3,30,L
22000258,Raptors,2,11,26,2,9,6,6,6,5,5,2,1,2,5,30,L
22000258,Raptors,3,11,24,6,12,9,10,2,7,8,4,2,2,8,37,L
22000258,Raptors,4,6,21,2,10,3,4,3,5,4,0,2,2,9,17,L
22000259,Hornets,1,12,28,4,11,2,4,4,10,6,0,1,0,3,30,L
22000259,Hornets,2,10,23,2,9,2,3,4,5,6,1,2,4,5,24,L
22000259,Hornets,3,8,19,1,8,5,6,1,7,5,3,0,5,5,22,L
22000259,Hornets,4,9,19,4,10,10,14,2,8,5,1,3,5,7,32,L
22000259,Magic,1,6,24,3,11,4,4,4,12,5,0,1,4,6,19,W
22000259,Magic,2,13,21,5,9,5,6,2,9,9,4,0,3,3,36,W
22000259,Magic,3,12,22,7,12,1,6,3,10,9,2,1,5,3,32,W
22000259,Magic,4,11,21,4,5,4,6,1,8,8,4,1,3,9,30,W
22000260,Heat,1,9,23,2,11,1,1,2,15,6,0,1,4,8,21,L
22000260,Heat,2,10,19,2,8,2,4,2,7,5,2,2,3,3,24,L
22000260,Heat,3,8,21,6,15,4,4,1,9,6,0,3,3,7,26,L
22000260,Heat,4,4,21,1,9,5,8,3,6,3,1,1,2,3,14,L
22000260,Nets,1,4,21,0,10,7,8,1,9,2,1,2,1,3,15,W
22000260,Nets,2,11,22,2,7,2,2,2,7,10,2,0,2,4,26,W
22000260,Nets,3,9,22,3,10,8,10,3,11,6,1,0,2,4,29,W
22000260,Nets,4,10,20,6,11,2,2,0,16,6,2,3,2,7,28,W
22000261,Cavaliers,1,8,21,1,4,6,6,3,7,2,0,0,3,4,23,L
22000261,Cavaliers,2,12,24,4,6,7,8,4,7,7,3,1,3,9,35,L
22000261,Cavaliers,3,13,25,3,6,2,2,6,9,7,3,0,5,8,31,L
22000261,Cavaliers,4,7,16,1,5,4,6,2,6,3,2,2,6,4,19,L
22000261,Lakers,1,13,24,5,10,3,6,4,8,6,1,2,2,5,34,W
22000261,Lakers,2,11,21,1,7,8,9,3,8,7,0,1,5,7,31,W
22000261,Lakers,3,6,21,0,7,10,13,5,5,3,1,0,4,5,22,W
22000261,Lakers,4,12,21,4,8,0,0,3,4,5,5,4,2,6,28,W
22000262,Bulls,1,10,22,3,8,2,8,1,8,6,1,3,4,4,25,L
22000262,Bulls,2,10,22,5,10,0,0,2,12,8,1,4,6,4,25,L
22000262,Bulls,3,11,22,4,11,0,0,2,6,9,2,0,4,1,26,L
22000262,Bulls,4,10,22,5,10,2,2,4,6,5,0,0,4,7,27,L
22000262,Celtics,1,13,24,3,6,4,5,2,14,7,3,2,4,8,33,W
22000262,Celtics,2,10,24,2,6,5,5,0,10,7,1,0,1,0,27,W
22000262,Celtics,3,13,20,5,7,0,0,1,7,9,3,2,4,4,31,W
22000262,Celtics,4,8,19,5,10,7,10,3,7,5,2,2,3,6,28,W
22000263,Grizzlies,1,9,21,2,7,9,12,2,12,5,2,2,2,5,29,L
22000263,Grizzlies,2,10,23,4,12,0,0,4,8,6,1,0,6,5,24,L
22000263,Grizzlies,3,9,19,2,5,6,6,1,10,7,3,1,3,4,26,L
22000263,Grizzlies,4,9,21,3,9,7,17,2,10,5,2,2,2,6,28,L
22000263,Kings,1,9,25,1,6,6,8,4,12,5,0,0,2,6,25,W
22000263,Kings,2,11,22,3,8,7,7,2,9,6,3,0,2,2,32,W
22000263,Kings,3,7,23,3,16,2,2,4,8,5,2,0,4,4,19,W
22000263,Kings,4,10,26,3,12,7,10,4,13,5,2,2,2,9,30,W
22000264,Pelicans,1,10,19,1,3,3,5,0,11,4,3,1,7,2,24,W
22000264,Pelicans,2,10,20,3,7,5,14,2,8,4,4,0,5,6,28,W
22000264,Pelicans,3,11,21,3,5,7,9,3,11,7,2,0,5,10,32,W
22000264,Pelicans,4,10,27,2,7,2,4,5,8,5,3,0,2,6,24,W
22000264,Spurs,1,13,26,3,8,2,3,1,10,9,5,2,3,3,31,L
22000264,Spurs,2,10,20,4,9,6,6,0,11,6,1,2,7,10,30,L
22000264,Spurs,3,5,19,1,8,13,16,4,6,3,2,3,3,5,24,L
22000264,Spurs,4,9,20,1,6,6,7,4,10,4,1,1,4,5,25,L
22000265,Mavericks,1,10,21,1,6,10,10,1,7,7,2,3,1,5,31,W
22000265,Mavericks,2,10,19,3,9,4,6,1,5,7,4,1,3,5,27,W
22000265,Mavericks,3,14,22,4,7,4,4,2,7,9,3,0,2,5,36,W
22000265,Mavericks,4,7,22,3,10,2,4,4,7,3,2,0,5,7,19,W
22000265,Nuggets,1,15,24,5,8,3,4,3,10,9,1,1,2,5,38,L
22000265,Nuggets,2,9,20,5,9,9,9,6,9,6,2,1,6,6,32,L
22000265,Nuggets,3,8,18,1,7,5,8,3,6,3,2,0,4,3,22,L
22000265,Nuggets,4,8,17,4,11,5,7,2,10,7,4,2,4,6,25,L
22000266,Timberwolves,1,9,24,1,6,4,4,3,7,7,3,0,6,8,23,L
22000266,Timberwolves,2,11,22,2,5,7,7,2,9,6,1,2,1,5,31,L
22000266,Timberwolves,3,10,25,2,7,7,8,5,9,6,3,0,4,5,29,L
22000266,Timberwolves,4,9,23,3,6,4,6,6,6,7,1,3,7,10,25,L
22000266,Warriors,1,12,20,3,8,7,10,1,10,7,4,1,5,3,34,W
22000266,Warriors,2,13,30,4,6,4,5,8,6,7,0,2,2,5,34,W
22000266,Warriors,3,8,20,3,11,6,6,2,6,2,2,2,4,5,25,W
22000266,Warriors,4,11,19,4,5,11,16,4,9,5,7,5,4,6,37,W
22000267,Thunder,1,13,23,6,12,2,3,1,11,10,1,1,2,5,34,L
22000267,Thunder,2,11,22,6,9,7,9,2,6,7,1,2,1,6,35,L
22000267,Thunder,3,9,20,4,11,3,6,3,9,4,1,0,3,3,25,L
22000267,Thunder,4,10,19,2,8,9,17,3,8,4,2,3,2,5,31,L
22000267,Trail Blazers,1,9,24,1,8,5,6,4,9,3,1,0,2,3,24,W
22000267,Trail Blazers,2,15,24,3,5,3,7,4,8,4,1,2,2,6,36,W
22000267,Trail Blazers,3,11,23,7,15,2,2,2,9,7,2,1,2,5,31,W
22000267,Trail Blazers,4,11,27,3,13,6,6,5,9,3,2,0,2,9,31,W
22000268,Clippers,1,9,24,1,9,2,3,2,9,6,3,1,2,4,21,L
22000268,Clippers,2,10,21,3,4,4,4,4,9,7,4,1,6,6,27,L
22000268,Clippers,3,6,23,2,6,8,8,5,5,4,4,1,3,4,22,L
22000268,Clippers,4,11,21,2,7,5,7,2,10,6,0,1,1,5,29,L
22000268,Hawks,1,9,24,0,3,4,4,5,11,3,1,1,4,2,22,W
22000268,Hawks,2,5,15,1,4,10,10,1,6,3,4,3,6,4,21,W
22000268,Hawks,3,12,18,4,6,5,6,1,11,8,1,3,4,5,33,W
22000268,Hawks,4,11,23,5,13,5,5,2,9,6,1,2,0,6,32,W
22000269,Rockets,1,10,24,4,10,2,4,2,8,3,2,3,3,3,26,W
22000269,Rockets,2,11,23,3,11,5,6,2,4,5,6,1,2,5,30,W
22000269,Rockets,3,6,21,1,8,6,7,2,12,2,2,0,4,3,19,W
22000269,Rockets,4,10,20,4,8,8,12,2,12,6,3,0,4,6,32,W
22000269,Wizards,1,13,27,3,6,0,2,6,11,9,1,3,4,4,29,L
22000269,Wizards,2,7,18,1,8,8,9,4,8,4,2,0,7,6,23,L
22000269,Wizards,3,7,20,0,7,4,4,1,12,3,3,0,4,4,18,L
22000269,Wizards,4,6,20,1,5,5,8,1,7,3,1,0,5,8,18,L
22000270,Jazz,1,6,21,2,13,4,6,2,9,3,1,1,2,1,18,W
22000270,Jazz,2,10,23,3,9,5,6,6,3,6,0,2,1,3,28,W
22000270,Jazz,3,10,22,6,14,8,8,3,11,7,2,1,2,3,34,W
22000270,Jazz,4,11,26,4,12,2,2,6,13,8,3,1,1,7,28,W
22000270,Knicks,1,12,23,2,6,1,3,3,11,5,2,0,3,3,27,L
22000270,Knicks,2,12,20,5,8,3,3,2,8,3,1,3,2,7,32,L
22000270,Knicks,3,8,22,2,9,4,4,2,9,5,2,1,3,7,22,L
22000270,Knicks,4,4,18,1,4,4,7,2,7,2,1,0,3,4,13,L
22000271,Hornets,1,8,24,3,9,0,0,3,4,5,0,2,4,2,19,L
22000271,Hornets,2,11,20,5,10,9,10,2,9,10,2,0,5,5,36,L
22000271,Hornets,3,8,23,4,13,5,6,3,8,6,1,1,1,4,25,L
22000271,Hornets,4,10,23,1,6,5,5,3,7,7,0,0,1,3,26,L
22000271,Pacers,1,14,23,6,9,2,2,3,10,10,1,4,2,1,36,W
22000271,Pacers,2,9,23,3,11,2,3,3,4,5,0,3,5,8,23,W
22000271,Pacers,3,9,18,4,12,3,4,1,12,7,0,2,3,5,25,W
22000271,Pacers,4,13,24,3,8,3,3,4,10,12,0,0,2,5,32,W
22000272,Cavaliers,1,13,22,3,5,3,6,2,8,3,4,5,5,4,32,W
22000272,Cavaliers,2,10,21,1,2,1,1,2,7,7,3,0,6,5,22,W
22000272,Cavaliers,3,13,24,6,11,4,4,1,7,8,4,1,2,4,36,W
22000272,Cavaliers,4,11,20,1,3,9,12,3,7,6,3,1,3,9,32,W
22000272,Pistons,1,10,24,3,7,5,7,6,7,9,3,2,7,6,28,L
22000272,Pistons,2,11,23,2,7,4,5,3,8,8,2,2,5,4,28,L
22000272,Pistons,3,10,21,4,9,2,2,3,7,6,0,0,6,4,26,L
22000272,Pistons,4,6,14,2,4,11,15,1,5,6,2,1,4,7,25,L
22000273,Kings,1,12,22,5,7,3,5,3,10,9,1,0,3,4,32,W
22000273,Kings,2,13,28,4,10,3,3,8,9,6,1,1,3,2,33,W
22000273,Kings,3,10,22,2,8,9,13,5,8,6,3,2,2,4,31,W
22000273,Kings,4,10,20,3,8,2,5,1,6,9,3,0,7,8,25,W
22000273,Magic,1,8,26,3,6,4,4,5,8,3,0,2,3,5,23,L
22000273,Magic,2,11,26,2,7,3,3,6,5,7,1,2,2,4,27,L
22000273,Magic,3,12,26,3,7,0,0,4,8,6,2,2,4,9,27,L
22000273,Magic,4,9,18,2,6,10,11,2,9,9,5,2,5,5,30,L
22000274,Hawks,1,9,23,2,7,7,8,4,8,4,2,1,1,3,27,L
22000274,Hawks,2,9,21,3,9,7,7,3,6,6,0,5,1,4,28,L
22000274,Hawks,3,10,22,4,8,8,9,4,5,5,1,1,4,4,32,L
22000274,Hawks,4,12,20,4,6,1,1,1,4,9,0,0,1,4,29,L
22000274,Hawks,5,5,8,0,3,2,3,0,2,5,0,0,2,3,12,L
22000274,Nets,1,11,23,2,5,2,2,2,8,4,1,3,2,5,26,W
22000274,Nets,2,11,23,4,8,3,4,3,6,5,1,1,1,5,29,W
22000274,Nets,3,12,22,1,6,3,4,1,7,9,2,4,4,8,28,W
22000274,Nets,4,12,19,3,8,6,6,2,4,7,1,2,1,3,33,W
22000274,Nets,5,6,11,1,5,3,4,3,0,4,2,0,1,4,16,W
22000275,Heat,1,5,22,1,16,1,2,3,7,3,1,0,1,3,12,L
22000275,Heat,2,7,17,4,10,3,3,0,7,5,2,1,8,5,21,L
22000275,Heat,3,12,22,6,10,2,2,2,10,10,3,1,3,2,32,L
22000275,Heat,4,6,19,2,9,3,4,1,8,6,0,1,4,3,17,L
22000275,Nuggets,1,11,21,2,10,2,2,2,10,7,1,0,3,2,26,W
22000275,Nuggets,2,13,25,2,9,4,4,3,8,9,6,2,3,5,32,W
22000275,Nuggets,3,6,22,2,10,2,2,3,7,3,3,1,4,1,16,W
22000275,Nuggets,4,12,24,8,14,3,3,4,12,10,4,1,3,4,35,W
22000276,76ers,1,12,19,4,8,6,10,1,8,6,3,1,3,6,34,L
22000276,76ers,2,8,21,1,5,4,8,2,7,6,2,3,2,7,21,L
22000276,76ers,3,10,23,3,9,3,4,1,10,6,3,1,3,2,26,L
22000276,76ers,4,11,22,1,3,3,4,3,6,6,2,2,3,9,26,L
22000276,Lakers,1,10,23,1,7,3,5,2,7,7,2,0,3,7,24,W
22000276,Lakers,2,11,23,0,4,5,6,2,11,5,1,1,3,6,27,W
22000276,Lakers,3,10,21,2,5,1,2,0,7,4,1,1,3,2,23,W
22000276,Lakers,4,10,19,5,8,7,12,2,6,4,1,0,2,5,32,W
22000277,Bucks,1,12,26,6,14,3,4,3,8,9,1,0,2,2,33,W
22000277,Bucks,2,12,28,4,11,2,5,6,12,10,3,0,2,5,30,W
22000277,Bucks,3,7,22,4,13,2,4,4,15,4,1,1,5,4,20,W
22000277,Bucks,4,9,17,2,6,12,13,1,10,7,4,2,5,3,32,W
22000277,Raptors,1,13,23,6,12,1,1,1,7,10,1,3,1,3,33,L
22000277,Raptors,2,6,23,5,16,4,5,6,10,4,0,5,5,5,21,L
22000277,Raptors,3,9,25,5,15,5,6,1,12,5,4,0,1,4,28,L
22000277,Raptors,4,10,23,6,12,0,0,2,7,7,3,0,4,8,26,L
22000278,Bulls,1,9,24,2,9,2,3,2,7,6,5,1,3,3,22,L
22000278,Bulls,2,10,20,1,6,4,4,2,10,6,1,0,6,5,25,L
22000278,Bulls,3,11,19,2,5,3,5,1,12,7,1,0,6,5,27,L
22000278,Bulls,4,6,23,0,11,4,5,3,3,4,1,2,2,3,16,L
22000278,Grizzlies,1,8,20,1,7,5,5,4,12,5,2,1,7,3,22,W
22000278,Grizzlies,2,11,22,4,9,0,0,0,8,10,2,2,5,5,26,W
22000278,Grizzlies,3,10,25,1,8,1,2,2,8,5,2,0,2,4,22,W
22000278,Grizzlies,4,11,18,3,4,6,7,4,13,7,1,4,6,8,31,W
22000279,Pelicans,1,14,23,6,12,1,3,2,11,10,3,1,3,3,35,W
22000279,Pelicans,2,11,27,3,16,4,6,6,11,7,1,1,3,4,29,W
22000279,Pelicans,3,12,25,4,10,2,5,3,9,5,2,1,3,5,30,W
22000279,Pelicans,4,9,14,4,5,8,10,1,7,5,1,1,5,5,30,W
22000279,Wizards,1,7,23,2,7,2,3,1,7,6,2,1,4,5,18,L
22000279,Wizards,2,10,23,1,9,6,6,2,9,8,3,0,1,6,27,L
22000279,Wizards,3,11,22,6,11,7,8,2,11,8,1,0,3,3,35,L
22000279,Wizards,4,9,24,4,11,4,4,6,1,7,5,1,3,6,26,L
22000280,Celtics,1,11,23,4,9,4,5,3,7,3,2,0,3,5,30,L
22000280,Celtics,2,7,24,1,8,2,2,3,6,2,4,2,4,1,17,L
22000280,Celtics,3,15,26,3,7,4,5,4,8,7,3,1,1,5,37,L
22000280,Celtics,4,9,25,2,6,2,2,3,5,3,1,1,2,3,22,L
22000280,Spurs,1,10,21,2,8,3,4,3,6,4,0,1,4,5,25,W
22000280,Spurs,2,16,23,4,7,0,0,1,14,9,3,2,5,4,36,W
22000280,Spurs,3,9,20,1,8,2,6,4,5,4,0,0,5,5,21,W
22000280,Spurs,4,11,18,1,5,5,6,1,12,5,2,1,5,2,28,W
22000281,Suns,1,12,26,6,11,2,2,2,9,9,2,3,3,3,32,L
22000281,Suns,2,4,25,0,11,2,3,2,12,2,0,0,2,2,10,L
22000281,Suns,3,10,23,6,13,3,3,1,10,6,3,0,2,3,29,L
22000281,Suns,4,10,21,3,8,3,4,4,9,2,2,0,6,8,26,L
22000281,Thunder,1,6,22,4,14,1,2,3,9,5,1,3,7,4,17,W
22000281,Thunder,2,12,24,3,7,1,1,0,17,6,2,3,1,5,28,W
22000281,Thunder,3,10,20,6,13,2,3,1,10,7,1,1,3,5,28,W
22000281,Thunder,4,10,19,3,6,6,8,1,7,3,3,1,3,5,29,W
22000282,Jazz,1,13,25,4,9,2,3,2,12,7,2,1,3,4,32,L
22000282,Jazz,2,13,24,6,11,5,8,6,10,7,2,2,3,4,37,L
22000282,Jazz,3,10,18,4,9,7,8,0,8,6,2,0,2,3,31,L
22000282,Jazz,4,6,24,2,12,2,2,3,9,0,1,4,1,7,16,L
22000282,Mavericks,1,9,24,0,6,1,1,1,7,6,3,1,3,3,19,W
22000282,Mavericks,2,10,21,6,11,3,3,0,4,7,1,3,2,4,29,W
22000282,Mavericks,3,13,24,4,9,0,0,2,8,5,0,1,2,4,30,W
22000282,Mavericks,4,10,22,2,9,4,5,1,13,4,0,2,1,1,26,W
