gameId,teamName,Q,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,assists,steals,blocks,turnovers,foulsPersonal,points,resultado
22000627,Knicks,1,10,23,3,7,1,1,1,9,8,2,2,2,4,24,W
22000627,Knicks,2,8,19,2,7,3,6,1,13,5,0,1,2,4,21,W
22000627,Knicks,3,10,20,5,11,2,3,0,10,6,2,1,1,4,27,W
22000627,Knicks,4,9,24,4,9,0,1,3,6,5,2,0,2,2,22,W
22000627,Magic,1,8,20,4,11,6,7,4,10,6,2,3,3,3,26,L
22000627,Magic,2,7,22,0,7,4,5,2,9,2,2,1,1,4,18,L
22000627,Magic,3,9,22,2,8,2,2,2,10,6,0,0,3,3,22,L
22000627,Magic,4,11,18,4,8,1,2,0,12,7,2,2,3,3,27,L
22000628,Suns,1,9,16,3,7,4,4,1,12,6,2,1,10,6,25,W
22000628,Suns,2,12,25,4,7,5,5,5,10,8,1,1,4,3,33,W
22000628,Suns,3,13,24,4,9,3,6,2,8,7,2,2,5,10,33,W
22000628,Suns,4,11,20,4,13,2,4,1,8,8,1,2,3,11,28,W
22000628,Timberwolves,1,10,24,2,9,3,4,1,6,3,6,1,4,4,25,L
22000628,Timberwolves,2,10,25,4,13,4,4,3,7,5,4,2,2,4,28,L
22000628,Timberwolves,3,11,23,0,3,8,13,4,5,6,2,1,4,4,30,L
22000628,Timberwolves,4,13,21,5,9,9,14,3,9,8,2,0,2,4,40,L
22000629,Pelicans,1,9,25,5,13,0,0,5,8,6,0,0,3,2,23,L
22000629,Pelicans,2,8,18,1,6,8,11,0,10,5,1,1,4,5,25,L
22000629,Pelicans,3,8,23,2,10,4,6,4,6,7,4,3,3,6,22,L
22000629,Pelicans,4,8,17,2,8,5,8,1,10,6,1,1,2,6,23,L
22000629,Trail Blazers,1,11,24,6,12,3,4,5,9,3,2,1,1,1,31,W
22000629,Trail Blazers,2,8,20,3,10,7,9,1,9,1,3,3,4,8,26,W
22000629,Trail Blazers,3,7,22,0,8,6,6,5,11,1,3,3,7,5,20,W
22000629,Trail Blazers,4,7,21,5,13,5,6,3,7,6,0,1,1,5,24,W
22000630,Hornets,1,10,19,1,6,3,6,2,8,7,2,1,6,5,24,L
22000630,Hornets,2,8,22,2,8,3,5,1,12,6,1,5,4,3,21,L
22000630,Hornets,3,13,22,6,9,2,4,2,10,8,2,2,4,3,34,L
22000630,Hornets,4,10,20,2,6,4,5,3,6,5,2,0,5,8,26,L
22000630,Lakers,1,11,22,3,11,6,8,4,8,5,3,1,2,5,31,W
22000630,Lakers,2,12,28,3,9,2,2,3,14,6,2,3,2,4,29,W
22000630,Lakers,3,9,23,4,12,1,2,3,7,5,1,0,4,5,23,W
22000630,Lakers,4,12,19,3,7,6,8,1,8,7,1,2,3,5,33,W
22000631,Celtics,1,9,22,4,9,0,0,1,8,3,3,1,5,2,22,W
22000631,Celtics,2,9,26,1,5,4,4,6,7,5,3,1,4,7,23,W
22000631,Celtics,3,15,22,5,7,1,2,2,11,11,0,2,2,7,36,W
22000631,Celtics,4,6,21,2,10,1,1,3,7,3,2,0,3,4,15,W
22000631,Kings,1,11,22,4,7,2,2,2,10,8,1,2,6,1,28,L
22000631,Kings,2,9,18,2,6,7,8,1,8,5,3,3,4,5,27,L
22000631,Kings,3,9,23,3,10,6,9,5,5,5,1,0,1,4,27,L
22000631,Kings,4,8,18,3,7,6,7,3,11,4,1,4,3,6,25,L
22000632,Heat,1,10,24,1,6,9,9,3,9,5,0,0,2,4,30,L
22000632,Heat,2,8,22,2,10,10,11,2,7,7,4,0,4,6,28,L
22000632,Heat,3,11,25,2,9,0,0,4,4,2,6,2,2,3,24,L
22000632,Heat,4,12,21,4,9,0,0,1,6,8,0,2,3,4,28,L
22000632,Pacers,1,14,23,4,8,0,1,1,10,9,1,2,3,5,32,W
22000632,Pacers,2,13,21,3,7,7,9,2,11,8,4,5,5,7,36,W
22000632,Pacers,3,12,24,7,11,0,0,3,10,11,0,2,8,3,31,W
22000632,Pacers,4,13,21,6,10,6,9,3,7,10,2,0,0,2,38,W
22000633,Magic,1,12,21,7,13,4,7,2,9,6,1,0,3,4,35,L
22000633,Magic,2,11,24,6,9,1,2,2,5,7,2,0,4,4,29,L
22000633,Magic,3,14,21,6,9,5,5,1,12,10,1,0,3,8,39,L
22000633,Magic,4,6,18,2,9,4,6,3,10,3,0,1,7,4,18,L
22000633,Nets,1,12,24,2,10,3,3,2,7,8,1,0,1,5,29,W
22000633,Nets,2,13,20,2,3,5,7,2,8,7,2,2,3,4,33,W
22000633,Nets,3,8,21,2,10,4,7,1,6,2,0,1,3,3,22,W
22000633,Nets,4,10,26,4,14,5,6,4,9,7,6,0,1,4,29,W
22000634,Jazz,1,7,23,3,12,6,6,3,9,6,2,0,4,4,23,L
22000634,Jazz,2,10,18,6,11,6,7,0,11,9,3,1,3,3,32,L
22000634,Jazz,3,7,16,0,7,10,11,5,10,1,2,1,5,7,24,L
22000634,Jazz,4,10,17,3,7,13,17,1,9,5,0,3,1,2,36,L
22000634,Raptors,1,10,19,6,10,1,2,1,9,6,3,2,4,7,27,W
22000634,Raptors,2,9,21,4,10,5,5,1,8,8,2,1,3,4,27,W
22000634,Raptors,3,8,19,4,10,3,5,0,4,7,3,0,3,7,23,W
22000634,Raptors,4,13,24,7,14,2,2,1,7,10,1,1,0,10,35,W
22000635,Pistons,1,10,28,2,6,5,7,6,8,8,4,0,3,2,27,L
22000635,Pistons,2,9,18,4,6,6,6,1,8,6,0,1,3,7,28,L
22000635,Pistons,3,8,18,4,10,9,10,0,10,8,2,2,2,4,29,L
22000635,Pistons,4,10,21,4,7,5,5,5,11,6,1,1,5,4,29,L
22000635,Rockets,1,13,23,1,7,1,3,2,9,9,3,2,5,4,28,W
22000635,Rockets,2,8,20,3,8,4,4,2,7,3,0,1,1,4,23,W
22000635,Rockets,3,10,24,3,8,3,4,2,9,5,0,0,4,6,26,W
22000635,Rockets,4,8,21,2,9,5,5,1,6,4,4,1,3,3,23,W
22000636,Grizzlies,1,10,24,2,6,4,5,4,10,5,2,1,5,1,26,L
22000636,Grizzlies,2,9,20,0,4,4,5,1,8,5,1,0,5,8,22,L
22000636,Grizzlies,3,8,16,2,7,6,7,1,9,5,5,0,7,5,24,L
22000636,Grizzlies,4,12,24,4,9,3,4,3,10,9,2,5,3,3,31,L
22000636,Warriors,1,13,26,6,12,2,2,3,11,10,4,1,3,2,34,W
22000636,Warriors,2,10,20,5,12,8,12,2,9,6,3,3,2,4,33,W
22000636,Warriors,3,11,21,1,7,1,2,1,7,8,4,0,5,6,24,W
22000636,Warriors,4,10,24,3,10,2,2,2,8,7,2,2,3,4,25,W
22000637,Bulls,1,12,19,6,10,0,0,0,11,8,1,1,3,2,30,L
22000637,Bulls,2,9,21,2,6,5,6,0,9,4,2,0,5,3,25,L
22000637,Bulls,3,12,21,6,9,4,10,4,7,11,0,0,2,8,34,L
22000637,Bulls,4,11,23,3,7,2,2,5,5,8,2,1,4,5,27,L
22000637,Bulls,5,3,6,0,3,5,5,0,1,1,1,0,2,2,11,L
22000637,Nuggets,1,8,22,2,7,2,4,4,6,5,2,1,3,2,20,W
22000637,Nuggets,2,10,19,3,9,4,4,0,13,7,4,0,6,5,27,W
22000637,Nuggets,3,10,17,3,6,11,14,2,7,5,2,2,0,7,34,W
22000637,Nuggets,4,14,23,5,10,2,3,1,5,10,1,0,3,5,35,W
22000637,Nuggets,5,6,10,1,2,2,2,2,3,2,1,0,1,3,15,W
22000638,Suns,1,12,20,4,7,6,6,1,11,7,0,1,4,3,34,W
22000638,Suns,2,13,25,4,7,0,1,4,6,9,3,0,5,6,30,W
22000638,Suns,3,7,23,1,6,4,5,0,9,3,2,0,5,5,19,W
22000638,Suns,4,11,18,5,7,3,5,1,8,10,3,0,4,5,30,W
22000638,Timberwolves,1,12,24,3,9,2,2,0,7,7,3,0,1,5,29,L
22000638,Timberwolves,2,8,18,2,6,7,8,2,8,6,1,2,7,4,25,L
22000638,Timberwolves,3,9,19,4,11,2,4,1,14,6,1,3,7,6,24,L
22000638,Timberwolves,4,8,18,4,9,3,4,2,5,3,3,1,4,4,23,L
22000639,Mavericks,1,12,20,7,11,2,2,1,9,7,0,3,4,4,33,L
22000639,Mavericks,2,10,18,4,9,3,4,0,9,4,1,0,3,3,27,L
22000639,Mavericks,3,13,21,5,11,7,7,4,8,9,2,0,3,6,38,L
22000639,Mavericks,4,9,22,3,11,0,0,0,8,5,1,1,2,3,21,L
22000639,Trail Blazers,1,13,26,8,12,3,3,3,7,8,1,0,0,2,37,W
22000639,Trail Blazers,2,9,21,2,8,7,8,4,7,2,2,0,3,4,27,W
22000639,Trail Blazers,3,11,23,6,14,1,2,2,4,3,0,0,2,6,29,W
22000639,Trail Blazers,4,11,23,6,13,4,4,4,12,4,2,0,1,3,32,W
22000640,Hawks,1,10,25,4,9,4,4,4,9,7,4,2,3,5,28,W
22000640,Hawks,2,12,28,0,5,0,1,6,6,5,3,2,1,5,24,W
22000640,Hawks,3,8,23,4,9,2,2,3,13,7,4,2,4,5,22,W
22000640,Hawks,4,9,22,5,14,2,2,3,5,7,2,1,0,6,25,W
22000640,Lakers,1,8,21,3,7,6,7,4,9,5,2,1,6,3,25,L
22000640,Lakers,2,10,18,3,7,5,7,3,10,6,1,0,4,4,28,L
22000640,Lakers,3,5,22,0,6,2,5,3,12,2,3,2,4,4,12,L
22000640,Lakers,4,11,20,2,6,5,5,3,8,5,0,0,2,5,29,L
22000641,76ers,1,16,26,6,8,4,5,2,13,10,3,1,1,2,42,W
22000641,76ers,2,11,19,2,5,7,10,2,10,3,1,1,3,9,31,W
22000641,76ers,3,13,22,2,4,5,6,2,9,8,3,0,3,3,33,W
22000641,76ers,4,8,19,1,6,6,8,3,11,3,0,1,3,8,23,W
22000641,Kings,1,9,23,2,6,1,2,0,9,6,1,0,4,4,21,L
22000641,Kings,2,10,20,4,10,7,11,2,7,6,0,1,1,6,31,L
22000641,Kings,3,13,25,1,4,1,1,1,6,11,2,1,3,4,28,L
22000641,Kings,4,7,17,3,8,8,13,1,7,5,1,0,0,7,25,L
22000642,Grizzlies,1,10,20,2,8,6,7,2,11,8,2,1,6,8,28,W
22000642,Grizzlies,2,7,25,1,8,6,7,3,11,5,2,0,2,6,21,W
22000642,Grizzlies,3,10,28,5,11,8,10,5,11,6,2,1,0,6,33,W
22000642,Grizzlies,4,10,22,2,5,7,7,3,14,6,2,3,4,2,29,W
22000642,Warriors,1,4,20,3,10,13,16,2,9,3,3,2,3,6,24,L
22000642,Warriors,2,9,22,1,7,8,9,2,13,7,2,1,3,5,27,L
22000642,Warriors,3,9,22,3,9,7,9,2,10,6,0,1,2,8,28,L
22000642,Warriors,4,9,26,6,15,0,0,1,7,7,3,3,3,6,24,L
22000643,Bucks,1,11,25,3,9,1,2,1,11,6,0,0,2,0,26,L
22000643,Bucks,2,10,22,3,9,8,8,1,10,5,4,2,3,3,31,L
22000643,Bucks,3,11,22,2,9,7,8,3,11,7,0,1,5,5,31,L
22000643,Bucks,4,13,23,6,11,0,0,1,11,6,1,0,1,3,32,L
22000643,Spurs,1,15,28,3,7,0,0,2,11,8,1,0,1,1,33,W
22000643,Spurs,2,7,19,0,3,3,3,1,8,3,3,1,7,5,17,W
22000643,Spurs,3,14,28,4,11,2,2,2,8,10,2,1,0,5,34,W
22000643,Spurs,4,10,21,5,12,4,5,0,9,8,0,2,1,0,29,W
22000644,Clippers,1,15,21,4,7,3,3,1,8,9,1,1,2,4,37,W
22000644,Clippers,2,10,20,2,8,7,7,4,6,5,3,0,6,8,29,W
22000644,Clippers,3,10,21,2,9,10,10,1,8,5,3,0,0,5,32,W
22000644,Clippers,4,10,24,4,10,3,3,3,11,7,2,0,1,8,27,W
22000644,Hornets,1,8,18,4,8,1,2,0,3,6,2,2,4,3,21,L
22000644,Hornets,2,7,19,3,10,6,8,5,5,6,3,1,5,6,23,L
22000644,Hornets,3,10,22,7,13,5,6,4,8,9,0,1,3,8,32,L
22000644,Hornets,4,6,21,1,10,9,12,4,10,4,0,0,2,3,22,L
22000645,Heat,1,10,24,2,8,4,6,4,11,6,1,1,2,3,26,W
22000645,Heat,2,9,26,1,10,4,4,6,6,5,2,2,5,6,23,W
22000645,Heat,3,7,20,2,8,5,5,2,8,7,0,1,1,4,21,W
22000645,Heat,4,10,16,3,7,5,7,0,11,7,2,3,6,6,28,W
22000645,Heat,5,3,11,1,4,1,1,1,2,2,2,0,0,0,8,W
22000645,Pacers,1,11,25,6,12,4,5,4,9,8,1,3,1,3,32,L
22000645,Pacers,2,8,21,2,10,7,8,3,9,5,4,2,5,6,25,L
22000645,Pacers,3,8,19,4,10,2,2,1,9,5,1,2,3,4,22,L
22000645,Pacers,4,7,27,0,9,5,5,5,6,6,2,1,2,7,19,L
22000645,Pacers,5,4,6,3,4,0,0,0,4,3,0,2,3,2,11,L
22000646,Nuggets,1,10,19,4,10,6,6,1,5,5,5,2,5,7,30,W
22000646,Nuggets,2,9,23,3,8,0,0,3,7,6,1,1,4,7,21,W
22000646,Nuggets,3,13,23,3,8,0,0,1,9,10,3,1,3,2,29,W
22000646,Nuggets,4,12,23,2,8,2,4,5,6,9,0,1,3,12,28,W
22000646,Pelicans,1,8,20,1,6,5,7,6,7,7,2,1,9,4,22,L
22000646,Pelicans,2,15,28,3,8,3,5,5,11,8,2,3,2,1,36,L
22000646,Pelicans,3,10,22,3,9,2,2,2,7,7,3,1,3,2,25,L
22000646,Pelicans,4,8,15,1,5,13,16,1,6,4,1,2,2,5,30,L
22000647,Nets,1,12,27,1,7,0,0,6,3,8,3,3,2,4,25,W
22000647,Nets,2,15,23,5,10,3,6,2,7,6,5,1,2,6,38,W
22000647,Nets,3,9,20,1,6,6,8,1,8,4,1,2,2,4,25,W
22000647,Nets,4,8,20,2,6,7,8,1,7,6,2,2,1,4,25,W
22000647,Wizards,1,12,19,3,4,3,4,3,8,9,1,1,6,3,30,L
22000647,Wizards,2,10,21,0,6,6,7,3,6,3,2,1,6,7,26,L
22000647,Wizards,3,11,21,2,3,3,4,3,9,7,2,1,3,5,27,L
22000647,Wizards,4,9,18,2,8,3,4,1,10,5,0,1,4,7,23,L
22000648,Cavaliers,1,9,19,4,8,1,2,1,10,8,2,0,7,5,23,W
22000648,Cavaliers,2,12,22,5,10,7,10,1,11,9,4,1,4,2,36,W
22000648,Cavaliers,3,13,20,5,9,1,1,1,14,8,1,2,7,5,32,W
22000648,Cavaliers,4,5,16,3,6,12,15,4,12,4,1,1,8,7,25,W
22000648,Raptors,1,8,21,5,11,7,8,3,8,5,5,1,4,4,28,L
22000648,Raptors,2,11,25,5,11,2,2,2,7,7,1,0,5,6,29,L
22000648,Raptors,3,7,25,1,11,3,4,3,5,4,3,0,3,5,18,L
22000648,Raptors,4,11,24,4,13,4,5,1,8,3,4,2,2,11,30,L
22000649,Bulls,1,7,19,2,3,4,4,1,11,4,1,3,5,4,20,W
22000649,Bulls,2,10,19,4,7,2,4,2,12,7,0,2,1,3,26,W
22000649,Bulls,3,11,21,3,7,4,4,3,8,7,5,1,8,7,29,W
22000649,Bulls,4,9,21,5,11,2,2,3,12,8,2,2,4,8,25,W
22000649,Pistons,1,10,25,1,6,4,4,3,10,7,3,0,2,4,25,L
22000649,Pistons,2,8,21,1,4,3,4,1,6,3,1,3,1,4,20,L
22000649,Pistons,3,6,16,1,7,7,9,1,5,6,5,2,8,3,20,L
22000649,Pistons,4,8,20,1,8,4,8,3,8,4,2,0,3,5,21,L
22000650,76ers,1,9,23,3,9,2,3,3,13,5,3,3,3,4,23,L
22000650,76ers,2,8,20,0,2,4,4,1,6,2,4,3,5,8,20,L
22000650,76ers,3,9,19,1,6,2,4,2,5,6,4,1,4,4,21,L
22000650,76ers,4,8,10,4,4,4,10,0,11,4,1,2,7,2,24,L
22000650,76ers,5,4,10,3,4,2,2,2,1,2,0,0,0,0,13,L
22000650,Knicks,1,7,21,1,5,0,2,2,10,3,2,0,4,2,15,W
22000650,Knicks,2,7,16,4,7,9,12,3,8,5,3,1,6,4,27,W
22000650,Knicks,3,9,17,0,3,4,6,2,8,2,3,0,5,5,22,W
22000650,Knicks,4,10,25,4,6,0,3,5,2,3,5,1,2,6,24,W
22000650,Knicks,5,5,9,2,3,0,0,1,3,3,0,0,0,2,12,W
22000651,Lakers,1,9,24,1,5,7,8,3,6,5,2,0,0,1,26,L
22000651,Lakers,2,7,19,1,7,3,6,2,8,5,1,0,5,6,18,L
22000651,Lakers,3,13,22,3,9,3,5,0,12,9,0,1,4,9,32,L
22000651,Lakers,4,6,20,0,4,6,9,2,8,1,0,1,2,2,18,L
22000651,Suns,1,14,23,3,7,0,2,2,13,10,0,0,4,6,31,W
22000651,Suns,2,10,20,3,8,5,6,1,7,9,3,1,1,4,28,W
22000651,Suns,3,8,20,2,8,11,13,1,9,5,2,1,1,5,29,W
22000651,Suns,4,10,24,1,9,2,2,5,13,6,2,4,4,9,23,W
22000652,Mavericks,1,10,22,4,8,3,5,2,9,6,0,0,3,5,27,W
22000652,Mavericks,2,14,22,4,7,6,6,4,10,4,0,0,3,5,38,W
22000652,Mavericks,3,13,20,9,16,3,4,0,14,6,2,2,3,2,38,W
22000652,Mavericks,4,11,22,2,6,5,5,2,11,7,2,1,1,5,29,W
22000652,Trail Blazers,1,12,22,2,9,4,5,1,8,6,1,2,0,4,30,L
22000652,Trail Blazers,2,9,22,2,11,4,4,2,2,5,2,0,1,6,24,L
22000652,Trail Blazers,3,6,22,2,9,1,1,1,7,2,3,0,3,3,15,L
22000652,Trail Blazers,4,7,23,3,12,6,9,5,7,4,1,1,2,4,23,L
22000653,Cavaliers,1,15,24,2,3,3,4,1,10,7,2,0,2,3,35,L
22000653,Cavaliers,2,9,26,0,1,6,7,5,5,7,6,2,3,2,24,L
22000653,Cavaliers,3,6,19,0,4,5,5,0,7,3,2,1,2,3,17,L
22000653,Cavaliers,4,11,27,2,9,5,7,4,7,5,3,1,1,3,29,L
22000653,Kings,1,15,25,5,10,1,3,2,7,9,2,2,2,2,36,W
22000653,Kings,2,12,22,2,6,1,2,3,12,5,2,2,7,4,27,W
22000653,Kings,3,11,24,3,7,2,2,4,10,5,1,2,2,4,27,W
22000653,Kings,4,11,19,3,7,4,5,1,10,7,1,1,5,7,29,W
22000654,Thunder,1,11,26,3,8,0,0,5,10,8,3,3,5,3,25,W
22000654,Thunder,2,11,19,6,9,4,4,0,8,8,3,1,3,3,32,W
22000654,Thunder,3,10,23,6,10,0,0,1,10,4,1,3,1,2,26,W
22000654,Thunder,4,9,19,6,10,5,6,3,10,7,1,3,5,6,29,W
22000654,Timberwolves,1,8,23,3,9,3,4,5,8,6,5,0,5,3,22,L
22000654,Timberwolves,2,11,23,4,10,2,2,1,8,6,2,0,3,5,28,L
22000654,Timberwolves,3,10,23,3,9,3,3,1,10,8,0,3,2,3,26,L
22000654,Timberwolves,4,9,23,4,11,5,9,4,5,4,4,1,2,6,27,L
22000655,Hornets,1,11,26,5,9,4,5,3,7,10,2,1,3,4,31,L
22000655,Hornets,2,10,22,3,8,1,2,4,10,9,1,3,3,5,24,L
22000655,Hornets,3,5,17,2,10,7,7,0,8,3,0,3,2,2,19,L
22000655,Hornets,4,8,16,2,5,8,9,0,8,5,2,0,3,3,26,L
22000655,Spurs,1,7,17,2,8,5,6,2,7,4,2,5,6,4,21,W
22000655,Spurs,2,9,23,2,9,4,5,1,7,4,2,4,1,3,24,W
22000655,Spurs,3,10,21,4,8,0,0,2,11,4,0,0,2,6,24,W
22000655,Spurs,4,10,17,3,7,5,6,0,8,5,1,0,5,9,28,W
22000656,Bulls,1,9,23,3,8,2,2,2,11,7,1,1,2,6,23,L
22000656,Bulls,2,8,25,1,7,2,2,4,9,3,1,1,2,3,19,L
22000656,Bulls,3,13,29,1,7,2,2,6,7,5,2,1,2,1,29,L
22000656,Bulls,4,9,19,1,4,5,6,2,8,6,1,0,7,4,24,L
22000656,Jazz,1,8,23,5,10,8,8,4,9,2,1,2,2,2,29,W
22000656,Jazz,2,10,21,5,9,2,4,3,12,8,2,2,3,3,27,W
22000656,Jazz,3,13,23,5,10,2,2,2,8,7,1,5,2,4,33,W
22000656,Jazz,4,14,25,2,10,1,1,1,7,8,5,1,2,7,31,W
22000657,Raptors,1,12,24,2,9,2,3,1,10,6,2,1,3,7,28,L
22000657,Raptors,2,10,18,4,10,8,10,2,9,7,0,1,5,6,32,L
22000657,Raptors,3,10,24,3,11,3,3,3,9,2,3,2,1,3,26,L
22000657,Raptors,4,5,21,1,10,2,3,2,8,4,1,1,4,8,13,L
22000657,Rockets,1,10,23,3,9,4,5,1,9,6,2,0,3,3,27,W
22000657,Rockets,2,14,24,6,11,4,6,1,5,8,1,0,2,9,38,W
22000657,Rockets,3,8,23,5,10,2,2,5,11,6,1,4,5,5,23,W
22000657,Rockets,4,9,20,0,6,11,13,3,12,8,3,3,1,4,29,W
22000658,Celtics,1,12,23,6,11,0,0,1,11,9,0,1,3,3,30,L
22000658,Celtics,2,11,18,6,8,7,9,2,5,8,2,0,3,2,35,L
22000658,Celtics,3,8,22,3,9,2,3,2,7,5,1,0,5,5,21,L
22000658,Celtics,4,13,19,2,5,3,8,0,13,7,0,5,1,4,31,L
22000658,Celtics,5,3,8,0,2,3,4,0,2,2,0,0,0,4,9,L
22000658,Grizzlies,1,10,25,2,10,2,2,2,9,7,3,2,2,1,24,W
22000658,Grizzlies,2,16,24,2,5,2,2,3,6,10,2,1,2,6,36,W
22000658,Grizzlies,3,15,25,3,7,1,2,3,11,11,2,1,4,4,34,W
22000658,Grizzlies,4,9,27,4,9,1,4,7,6,6,1,2,2,7,23,W
22000658,Grizzlies,5,5,9,1,4,4,5,2,5,4,0,0,0,2,15,W
22000659,Bucks,1,18,27,9,12,3,3,2,13,14,2,1,3,4,48,W
22000659,Bucks,2,14,24,5,8,2,2,1,11,9,1,0,4,2,35,W
22000659,Bucks,3,10,23,4,11,3,7,3,10,7,0,0,2,4,27,W
22000659,Bucks,4,11,20,6,8,2,3,2,13,5,0,4,6,6,30,W
22000659,Pacers,1,10,27,3,13,3,4,1,7,5,3,0,3,2,26,L
22000659,Pacers,2,14,27,2,10,4,4,2,8,9,2,1,1,3,34,L
22000659,Pacers,3,13,26,5,15,3,3,3,9,7,1,1,1,6,34,L
22000659,Pacers,4,8,31,2,12,1,1,5,5,6,2,1,1,5,19,L
22000660,Clippers,1,11,19,4,8,4,5,2,8,8,2,3,4,4,30,L
22000660,Clippers,2,7,24,1,7,3,3,3,9,1,1,0,4,8,18,L
22000660,Clippers,3,11,24,6,14,6,7,2,9,7,1,1,0,3,34,L
22000660,Clippers,4,13,18,6,9,5,5,1,10,10,0,3,0,1,37,L
22000660,Hawks,1,12,24,3,6,2,4,5,6,6,2,0,3,5,29,W
22000660,Hawks,2,11,22,3,10,9,11,2,14,4,1,1,2,3,34,W
22000660,Hawks,3,12,25,2,7,1,1,4,9,8,0,1,1,6,27,W
22000660,Hawks,4,8,24,4,11,0,0,4,4,3,0,1,1,4,20,W
22000661,Magic,1,6,20,1,8,2,2,1,5,3,2,1,4,1,15,L
22000661,Magic,2,9,21,5,8,1,2,1,10,8,1,2,6,2,24,L
22000661,Magic,3,12,25,2,10,4,6,5,7,8,4,0,1,3,30,L
22000661,Magic,4,12,22,3,8,3,4,2,6,8,1,1,2,6,30,L
22000661,Nuggets,1,14,24,2,6,0,0,4,11,7,4,3,2,2,30,W
22000661,Nuggets,2,14,26,2,7,1,2,1,10,10,5,2,1,2,31,W
22000661,Nuggets,3,8,19,1,9,2,2,3,9,4,1,1,6,5,19,W
22000661,Nuggets,4,9,22,3,8,9,9,5,9,4,2,1,1,4,30,W
22000662,Knicks,1,14,24,5,8,6,7,2,7,9,3,2,0,7,39,W
22000662,Knicks,2,12,24,3,7,3,5,3,8,5,2,2,4,7,30,W
22000662,Knicks,3,13,24,5,7,8,8,5,7,6,1,1,3,6,39,W
22000662,Knicks,4,8,20,3,8,4,4,2,8,3,0,3,3,8,23,W
22000662,Wizards,1,11,23,2,6,7,12,4,8,5,0,2,4,5,31,L
22000662,Wizards,2,6,18,0,6,6,7,1,10,6,2,2,7,7,18,L
22000662,Wizards,3,10,18,2,5,9,9,1,4,7,2,1,3,7,31,L
22000662,Wizards,4,11,20,5,6,6,7,1,9,7,1,0,2,4,33,L
22000663,Lakers,1,8,20,4,7,9,10,2,7,7,2,1,2,4,29,L
22000663,Lakers,2,6,20,4,12,1,6,2,7,5,3,0,4,4,17,L
22000663,Lakers,3,10,24,5,9,5,7,2,5,6,1,0,4,5,30,L
22000663,Lakers,4,12,21,5,9,6,7,0,9,7,4,3,3,4,35,L
22000663,Pelicans,1,14,25,1,6,3,4,4,9,7,1,1,2,8,32,W
22000663,Pelicans,2,9,19,2,8,7,8,2,12,7,3,0,3,4,27,W
22000663,Pelicans,3,15,24,4,8,9,9,2,12,9,3,1,2,6,43,W
22000663,Pelicans,4,9,22,3,7,5,5,3,9,5,2,1,6,6,26,W
22000664,Heat,1,8,22,2,8,2,2,5,8,4,1,1,3,3,20,L
22000664,Heat,2,5,17,4,9,9,10,3,9,5,1,3,6,3,23,L
22000664,Heat,3,12,24,3,7,3,3,2,10,6,0,0,1,3,30,L
22000664,Heat,4,11,23,4,12,1,2,7,6,8,1,0,3,4,27,L
22000664,Suns,1,11,25,3,9,0,0,3,9,7,0,2,2,3,25,W
22000664,Suns,2,13,25,4,7,3,3,3,8,8,3,1,1,5,33,W
22000664,Suns,3,11,23,3,13,2,2,0,9,6,0,2,1,5,27,W
22000664,Suns,4,10,18,2,8,3,4,2,5,8,2,1,2,5,25,W
22000665,76ers,1,14,27,4,9,3,4,4,13,6,4,1,2,3,35,W
22000665,76ers,2,8,19,1,6,7,10,1,9,4,0,1,4,9,24,W
22000665,76ers,3,7,22,1,6,6,12,5,8,3,0,0,3,7,21,W
22000665,76ers,4,10,18,1,3,7,9,3,8,2,1,2,4,5,28,W
22000665,Warriors,1,7,21,0,6,3,6,1,7,4,2,2,4,3,17,L
22000665,Warriors,2,10,26,1,5,7,8,4,9,5,1,1,0,7,28,L
22000665,Warriors,3,13,19,6,7,8,12,0,10,9,0,4,0,7,40,L
22000665,Warriors,4,6,17,1,7,0,0,1,6,4,2,0,7,6,13,L
22000666,Nets,1,13,21,6,8,5,6,4,6,8,1,0,4,6,37,W
22000666,Nets,2,11,21,1,5,5,7,2,12,5,0,1,3,3,28,W
22000666,Nets,3,10,25,1,10,6,9,3,9,5,2,1,0,3,27,W
22000666,Nets,4,9,20,1,7,5,5,1,10,7,2,0,1,5,24,W
22000666,Trail Blazers,1,12,23,7,14,10,11,5,5,7,4,1,1,4,41,L
22000666,Trail Blazers,2,8,23,5,15,4,4,3,6,6,0,2,1,7,25,L
22000666,Trail Blazers,3,9,22,5,14,2,2,2,10,8,0,2,3,5,25,L
22000666,Trail Blazers,4,7,22,2,12,5,6,3,10,4,0,0,3,4,21,L
22000667,Pacers,1,9,25,1,10,2,3,2,10,5,2,3,2,5,21,W
22000667,Pacers,2,15,27,5,7,1,2,5,4,5,2,0,2,6,36,W
22000667,Pacers,3,10,21,4,8,5,6,2,8,7,2,4,4,4,29,W
22000667,Pacers,4,11,24,5,9,3,3,2,4,8,1,1,2,5,30,W
22000667,Pistons,1,10,24,3,9,1,2,2,13,6,2,1,3,4,24,L
22000667,Pistons,2,10,17,3,6,4,6,2,5,7,1,5,6,5,27,L
22000667,Pistons,3,11,24,3,8,3,4,1,8,6,3,3,3,4,28,L
22000667,Pistons,4,13,18,2,5,4,7,0,10,10,2,0,3,5,32,L
